4. close
319.9
319.84
320.17
320.1303
322.42
321.112
319.29
319.2128
318.89
318.0703
317.9
317.0214
317.6321
317.7
318.3483
319.33
319.39
318.5294
318.0939
318.7284
316.5632
316.8444
316.59
317.6414
318.2219
318.5462
317.77
318.67
317.2352
316.81
316.4101
316.42
315.9232
316.6452
315.33
314.11
313.945
313.0
312.659
313.1301
314.6672
311.51
311.2599
313.3326
313.9637
314.35
313.6168
314.2637
312.6999
312.9436
314.2031
315.5167
315.2191
315.2613
316.6112
316.97
315.15
314.6402
313.6
312.605
312.2316
311.8989
310.3751
310.1582
309.94
310.6461
309.9582
310.96
312.3725
309.7016
309.0365
308.93
309.39
307.9398
309.4324
308.35
303.1259
304.1
302.645
302.9308
302.3891
298.9837
298.47
298.2778
299.34
299.2746
299.88
299.1225
299.7597
298.0207
299.79
299.2299
299.3862
298.75
297.8796
299.2149
297.5501
297.38
298.57
299.1349
299.95
299.45
298.2258
299.48
300.5904
299.2659
298.7008
298.4939
298.2908
298.1178
297.5495
293.46
293.17
292.27
292.09
292.2705
291.8609
291.1977
291.6592
292.2794
291.7096
291.617
291.1254
289.2357
286.41
289.8408
289.5802
290.1601
288.2
290.6522
291.5424
291.5594
289.91
288.5332
288.91
288.4034
288.139
288.1
286.5295
284.35
284.1404
284.0583
284.3206
283.979
283.9702
284.0404
283.8692
283.69
283.4201
282.387
279.279
279.865
280.58
280.86
280.9144
281.2774
281.1389
280.03
279.5138
279.691
279.3197
279.58
279.9889
280.3
279.71
281.34
281.4499
281.03
281.095
279.8512
279.849
280.24
280.42
280.23
280.6827
280.9813
281.04
281.1803
279.86
280.37
280.09
280.0328
280.58
280.2197
280.01
275.26
274.8715
274.3404
274.6795
274.73
272.12
274.3372
271.46
270.83
269.6544
270.063
268.13
269.11
271.56
270.7487
270.6
270.2816
270.15
269.64
270.1571
270.4326
268.6244
269.295
269.4
269.36
268.65
269.35
269.7408
266.93
267.3982
266.957
266.71
265.1984
268.1608
269.7389
270.7
270.12
270.3898
270.54
270.87
269.8225
268.95
265.58
265.6353
265.2997
264.6285
264.0543
264.1395
263.3318
261.74
262.29
262.6426
262.3211
262.4993
262.79
261.3369
259.5308
259.06
258.2042
258.5793
257.985
256.9449
257.93
264.09
264.87
265.6442
265.2
264.1752
264.277
265.4581
267.45
267.47
267.78
267.2612
267.8999
267.135
266.94
266.54
266.5607
266.5333
265.9993
263.7969
266.29
266.375
266.6
266.4411
266.0086
266.0086
266.42
265.79
265.0106
264.87
265.0258
265.22
265.1754
261.8809
261.81
261.19
262.39
262.14
261.8551
262.44
262.0185
262.3693
262.3874
262.29
262.1551
262.21
262.66
262.7943
262.02
262.0898
261.5087
263.8969
264.2296
264.7985
266.2999
266.4
267.0788
266.11
266.2785
266.2207
266.7786
267.1252
266.9796
266.95
266.7
265.58
265.47
264.9343
265.75
264.9667
264.9568
264.518
264.22
264.6795
264.0452
262.69
262.981
262.8884
263.15
262.7695
263.1961
264.0369
264.4811
264.4631
263.3223
264.25
263.765
263.6452
263.03
261.9885
261.8993
261.9994
262.3007
262.1951
262.4669
261.9585
262.2043
261.77
261.5532
262.0991
261.0912
260.3162
259.97
260.1468
259.8646
259.2332
259.24
258.46
258.223
258.5318
259.5
258.9407
260.2204
260.14
259.8484
259.67
258.5096
257.24
256.51
256.503
256.12
255.7842
256.2892
256.748
257.15
257.72
257.635
257.8342
257.44
257.1266
257.2068
257.48
257.2329
256.72
256.6574
256.0066
256.885
257.21
255.85
254.595
253.8154
253.4567
253.01
253.3081
253.38
248.678
247.894
247.3545
247.8992
247.86
248.4764
246.4106
243.294
243.6988
242.289
241.95
242.5364
242.5593
243.0697
243.29
243.7248
243.7364
243.71
244.4278
243.9037
246.3157
